 "no comment"	无可奉告
detail rule and regulation	细则
detection kit	检毒盒	检毒箱
detection unit	侦毒器
detective	侦察员	侦探	包探	探员
detector	侦测器	探测器	检测器
detector tube	侦毒管
detente	紧张缓和
detention	拘役
detention center	拘押营	拘留所
detergent	去垢剂	洗洁剂	清洁剂	除垢剂
determinacy	确定性
determinant	决定簇	种差	行列式
determination	决心
determination of cadastral parcel boundary	指界
determine	有决心	铁了心
determiner	限定词
determinism	决定论
deterministic effect	确定效应
deterrent force	威慑力量
detonator	引爆装置	雷管
detour	绕行
detriment	弊
deuterium 2H	氘
deuteron	氘核
devastate	颓靡
devastate setback	重挫
devastation	惨状
develop	发展中	发达
develop area	发达地区
develop country	发展中国家
develop economic state	新兴经济国家
develop nation	发达国	发达国家
developer	开发人员	开发商	显影剂
development	发展
development bank	开发银行
development cycle	开发周期
development environment	开发环境
development process	开发过程
development zone	开发区
developmental biology	发育生物学
device	器	器件
device driver	驱动程序
devil	死鬼	獝	鬼子	魔	魔鬼
devil be bear in the heart	鬼由心生
devil castle	魔宫
devil gate, crook path ; corrupt practice	邪门歪道
devil incarnate	混世魔王
devil kingbolt	魔王
devious	奸狡
devoid of conscience	丧天害理
devoid of conscience ; utterly heartless	丧尽天良
devoid of fear	一身是胆
devote	忠诚
devotion	热诚
devotion to duty	奉职
devotion to one work	事业心
devotion to righteousness that inspire reverence	大义凛然
devour raw meat and fowl	茹毛饮血
devout	敬虔
dew	露	露水
dew point	露点
dewdrop	露珠
dewy	带露	瀼
dexamethasone	地塞米松
dexterous	轻巧
dextrin	糊精
dhyana	禅
di-n-propyl ether	二正丙醚
diabase	辉绿岩
diabetes	糖尿病
diabetes sufferer	糖友
diabolo	扯铃	空钟
diachronic	贯时
diagnosis	诊断
diagnosis and treatment	诊疗
diagnosis and treatment base on an overall analysis of the illness and the patient condition	辨证施治
diagonal line	斜线
diagonal muscle	斜肌
diagram	图	图样
diagram of cosmological scheme	太极图
dial	刻度盘
dial calliper	游标卡尺
dial or meter for display speed, time, or other measurement	码表
dial tone	拨号音
dial-up	拨接
dial-up connection	拨号连接
dialect	土语	话	语
dialectal accent	方音
dialectal equivalent of 什麼|什么[shen2 me5]	啥
dialectal equivalent of 怎麼|怎么[zen3 me5]	咋
dialectal equivalent of 沒有|没有[mei2 you3]	呒	呒没
dialectal equivalent of 沒甚麼|没什么[mei2 shen2 me5]	呒啥
dialectal equivalent of 為什麼|为什么[wei4 shen2 me5]	为啥
dialectal or obsolete equivalent of 媽|妈[ma1]	嬷
dialectic	辩证法
dialectical materialism	辩证唯物主义
dialogue	对口词	对话
dialogue box	对话框
dialysis	渗析	透析
dialysis machine	透析机
diamanté	亮饰
diameter	中径	直径
diameter of hole	孔径
diamond	金刚	金刚石	钻石
diamond ring	钻戒
diaper	尿布	尿片	褯
diaphragm	横膈	横膈膜	横隔膜	膈	膈肌	膈膜	隔膜
diaphysis	骨干
diarrhea	泄泻	腹泻
diary	日记	日记本	录
diastolic blood pressure	心脏舒张压	舒张压
diathermy	烤电
diatom	矽藻	硅藻
dibutyl ether	二丁醚
dice	摴	色子	骰	骰子
dice chicken meat	鸡丁
dice cup	甩钟	色盅	色钟	骰盅	骰钟
dice meat	肉丁
dice tower	骰塔
dichloramine	二氯胺
dichloroethane poison	二氯乙烷中毒
dichloromethane	二氯甲烷
dichlorvos C4H7Cl2PO4, organic phosphate use as insecticide	敌敌畏
dick	鸡巴
diclofenac pain-killer	双氯灭痛
diclofenac sodium	二氯苯胺苯乙酸钠
diclofenac sodium, a non-steroidal anti-inflammatory drug use to reduce swell and as pain-killer	双氯芬酸钠
dicotyledon	双子叶
dictate	听写
dictator	独裁者
dictatorship	专政	独裁
diction	吐字	发脱口齿
dictionary	字典	词典	辞典	辞书
dictionary arrangement of Chinese character under radical	部首编排法
dictionary entry	词条
dictionary headword	词目
didgeridoo	迪吉里杜管
die	凹纹	垂死	奄奄一息	拉丝模	临危
die of hung	殣
die of starvation	殍
die of sudden illness	暴卒
die-hard fan	铁杆粉丝
dielectric constant	介电常数
diencephalon	间脑
dieresis	分音符
diesel engine	柴油机	柴油发动机
diesel fuel	柴油
diesel-electric locomotive	柴电机车
diet	饮食疗养
diethylene glycol	二甘醇
difenacoum	鼠得克
differ attitude	殊姿
differ from one another	互异
differ only slightly	未达一间
differ opinion	异义
differ slightly	稍异
difference	区别	差	差别	差数	差异	差异性	歧异	异样	误差
difference equation	差分方程
difference in exchange rate in different region	汇差
difference in price	差价
difference in temperature	温差
different	不一样	不同	有别	殊	殊致	异	相异
different broth but the same old medicine ; a change in name only	换汤不换药
different function	异能
different mouths, same voice	异口同声
different opinion	异说
different place	异地
different route to the same destination ; fig. different mean of achieve the same end	殊途同归
different trades, world apart ; to sb outside the profession, it be a close book	隔行如隔山
different tribe	异族
different tune play with equal skill	异曲同工
differentiable	可导	可微
differential	差速器	级差
differential calculus	微分学
differential equation	微分方程
differential gear	差动齿轮
differential geometry	微分几何	微分几何学
difficult	困难	屯	戛戛	艰	艰苦	艰难	难
difficult and dangerous	艰险
difficult birth	难产
difficult problem	难题
difficult situation	厄境
difficult song find few singer	曲高和寡
difficult to arrange	难混
difficult to deal with	厉害
difficult to obey order ; much to my embarrassment, I be unable to comply	碍难从命
difficult to pronounce	佶	聱
difficult to understand	晦涩	难懂
difficulty	难易	难关	难点
diffraction	分光	回折	衍射
diffraction grate	回折格子	衍射格子
diffuse medium	松散物料
diffuse nebula	弥漫星云
diffuse strategy	分散的策略
dig	洿
dig a hole	竁
digenetic trematode worm	复殖吸虫
digest	文摘
digestif	消化酒
digestive enzyme	消化酶
digestive fluid	消化液
digestive gland	消化腺
digestive system	消化系统
digestive tract	消化道	肠胃道
digestive tube	消化管
digital	数位
digital camera	数码照相机	数码相机
digital circuit	数字电路
digital clock	数字时钟	数字钟
digital communication	数字通信
digital frequency share	数字分频
digital navigation equipment	数字导览设施
digital network	数位网路	数字网
digital print	数码冲印
digital signal	数位信号	数字信号
digital subscriber line	数字用户线路
digital television	数字电视
digital-to-analog	数模
digital-to-analog converter	数模转换器
dignify	凝重	威严	端庄
dignitary	显贵
dignity	尊严	体面
digression	散话	闲话
dike pond	埧
dilapidate	残败	颓坏
dilatory	拖沓	濡	迂缓
dilemma	两难	困局	左右两难
dilettante	浅尝	浅尝者
diligence	勤勉
diligent	勤	勤奋刻苦	勤快	孜孜	用功	贤劳
diligent and able to endure hardship	勤俭耐劳
diligent and attentive	勤恳
diligent and never slack ; continuous concentrate effort	孜孜不倦
diligent and painstaking	勤谨
diligent and sociable ; meticulous in work and deal cheerfully with one colleague	敬业乐群
diligent and thrifty	勤俭节约
diligent and tireless	孜孜以求
diligently	亹亹	孜孜矻矻
dill	莳萝
dill seed	土茴香	莳萝籽	野小茴
dilute earnings per share	摊薄后每股盈利
dilute wine	薄酒
dilution	摊薄
dim	昏花	混茫	调光器	阴暗	黯然
dim and dusky	杳冥
dim eyesight	眼花
dim light	薄明
dim sight of the age	老耄
dim-witted	呆笨
dime	一角银币
dimension	大小	次元	维度	量纲
dimensionless	无维度
dimercaprol	二硫基丙醇
dimethylarsenic acid 2AsO2H	二甲基砷酸	二甲基胂酸
dimly discernible	杳渺
dimple	梨涡	笑窝	笑靥	酒涡	酒窝	靥	颊窝
dimple of Venus	圣涡	腰窝
din	鼓噪
dinar	第纳尔
dine car	餐车
dine hall	食堂	饭堂	餐厅
dine hall in a Buddhist temple	斋堂
dine room	饭厅	餐室	餐饮店
dine table	饭桌	餐桌
diner	食客
ding-a-ling	丁零当啷
dinner invitations, grabbing, obstruct and demand bribe	吃拿卡要
dinner party	饭局	餐会
dinner party give on the third day aft the birth of a baby	汤饼筵
dinosaur	恐龙	恐龙类
dinosaur ancestor of bird	祖鸟	祖鸟类
diocese	主管教区
diode	二极管
dioptre	屈光度
dioxide	二氧化物
dioxin	二恶英	二氧芑	二氧杂芑
dioxin, carcinogenic heterocyclic hydrocarbon	戴奥辛
dip	倾角	沾酱
dip into water	淬
dip net	抄网
dip one finger in the tripod ; fig. to get one finger in the pye	染指于鼎
dip sauce	蘸酱
diphenylchloroarsine	二苯氯胂
diphosgene	双光气
diphtheria	白喉
diphtheria toxin	白喉毒素
diphthong	二重母音	复合元音	复合母音	复音形	双元音
diplococcus	双球菌
diplodocus	梁龙
diploid	二倍体	双倍体
diploma	学位证书	文凭	毕业证书
diploma mill	野鸡大学
diplomacy	外交
diplomat	外交官	外交家
diplomatic	外交手腕
diplomatic asylum	外交庇护
diplomatic crisis	外交风波
diplomatic immunity	外交特权	外交豁免权	治外法权
diplomatic mission	使团
diplomatic note	通牒
diplomatic officer	参赞
dipole	偶极
dipper	瓢
dipstick	探尺	油尺	量油尺
diquat	杀草快
dire wolf	恐狼
direct	切身	直接
direct ancestor	直系祖先
direct and plain-spoken ; blunt	直截了当
direct breed	定向培育
direct competitor	直接竞争
direct current	单向电流	直流电
direct descendant	直系血亲
direct distillation	直馏
direct effect of radiation	辐射直接效应
direct election	直接选举	直选
direct flight	直航
direct line of descent	嫡系
direct management of a county by the province	省直管县
direct object	直接宾语
direct observation	直观
direct product	直积
direct proportionality	正比例
direct ratio	正比
direct tax	直接税
direct, winner-takes-all system of election in use for village committee	海选
direction	方位	方向	走向	趋向
direction of cleavage	解理方向
directionality	方向性
directly	一径	径直	照直	迎面	迎面而来
directly face	正对
directly relate	直系
directly subordinate	直属
director	主任
director general	理事长
director of the local committee of the Women's Federation	妇女主任
directory	名录
directory of golden orchid	金兰谱
directory of orchid	兰谱
directrix line of a parabola	准线
directrix of a parabola	定直线
dirge	哀辞
dirt	垢	泥垢	秽
dirt road	土路
dirty	污	污浊	腌臜	肮	肮脏	脏	脏兮兮	脏脏	龊	龌	龌龊
dirty and disorder	脏乱
dirty bomb	脏弹
dirty coal	脏煤
dirty finger, mouth water ; fig. greedy to seize sth	染指垂涎
dirty illness	脏病
dirty joke	荤笑话
dirty little devil	小脏鬼
dirty money	臭钱	黑钱
dirty old man	淫棍
dirty snow	雪泥
dirty soil	粪土	脏土
dirty trick	鬼名堂
dirty water	恶水	脏水
dirty word	淫词亵语
disability	身心障碍
disable	伤残	残疾
disable person	残疾人
disable soldier	荣誉军人
disaccharide	二糖	双糖
disadvantage social group	弱势群体
disagreeable	不愉快	讨嫌
disagreement	歧见
disappear	失纵
disappoint	壈	失意	失望	恍	怅怅然	惘	惝	怃	败兴	潦倒
disappoint and frustrate	怅然
disapproval	不赞成
disarmament	裁军
disaster	大祸	惨事	灾	灾殃	灾祸	灾难	祸	祸事	祸害	祸患	难
disaster and happiness	祸福
disaster and happiness do not follow rule ; future blessing and misfortune be unpredictable	祸福无常
disaster area	受灾地区	灾区	灾场
disaster cause by hail	雹灾
disaster movie	灾难片
disaster of war	战祸
disaster prevention	防灾
disaster relief	赈灾	赒急	赒急扶困
disaster relief fund	救灾款
disaster-stricken	受灾
disastrous	惨重	成灾
disastrous policy	覆辙
disastrous situation	灾情
disastrous turn	惨变
disc	歌碟	碟片
discard eligible	可选择丢弃
discern eye	法眼
discernment	识力
discharge	拔染	没电
discharge  from the mucous membrane of the eye	眵
discharge volume	排量
disciple	弟子	徒	教徒	门徒	门生
disciplinary inspection	纪检
discipline	纪律
discipline inspection commission	纪委
disclaimer	免责条款	免责声明
disco	的士高	迪吧	迪厅	迪斯可	迪斯科
disco dance	蹦迪
disco hall	迪斯科厅
discomfit	受瘪
disconnect	间断
disconsolate	酸楚
discontent	怏	牢骚	郁郁不乐
discontent with oneself	欿
discontinuous	不连续
discord	不调和
discotheque	迪斯科吧
discount	折扣	折头	贴现
discount coupon	优待券
discount rate	折现率	贴现率
discourage	不令人鼓舞	心灰意冷	心灰意懒
discourse	句群	言谈	语篇
discourteous	失仪
discover	所发现
discrepancy in weight	折秤
discrete mathematics	离散数学
discreteness	离散性
discretion	酌处权
discretionary power	斟酌决定权
discriminant	判别式
discrimination	岐视	辨别力
discussion	丛谈	研讨
discussion forum	研讨会	讲习会
discussion of various topic	杂谈
disease	疾病	病症	症	疴	瘥
disease cause by anxiety	痗
disease of the blood	血液病
disease prevention	防疫
disease resistant	抗病
diseased or infect plant	病株
disequilibrium	不平衡	头重
disgrace	耻辱	诟	辱
disgraceful	不光彩	大逆不道	没水平
disgust	可憎
disgust person	讨厌鬼
dish	皿	盘碗	盘飧	碟	菜	菜式	菜色	饭餸
dish cloth	擦碗布
dish consist of stir-fried potato, eggplant and green pepper	地三鲜
dish dry	烘碗机
dish with generous amount of meat and fish	大鱼大肉
disharmony	失和
dishevel	乱蓬蓬	猖披	蓬头散发	鬅
dishevel hair	鬃
dishonest	不正当	不诚实
dishonest practice	歪门邪道
dishwasher	洗碗机
dishwashing liquid	洗涤灵	洗洁精	洗碗精
disillusion	寒心
disinfectant	杀菌	消毒剂
disk	圆盘	片
disk burner	刻录机
disk drive	磁盘驱动器	磁碟机
disk sector	扇区
dislike	憝	怼	譈
dislocation	脱臼
disloyalty	二心	异心
dismal	凄暗	凄黯
dismember body	碎尸
disobedient	忤	违命
disobedient to parent	忤逆
disodium guanylate	鸟苷酸二钠
disodium inosinate	肌苷酸二钠
disorder	恛	无秩序	紊乱	脱序
disorder and fragmentary	凌杂米盐
